chromosome,probe_id_id,n_patients_with_probe
chr8,cg20533040,8895
chr8,cg20541191,8895
chr8,cg20547777,8895
chr8,cg20577333,8894
chr8,cg20582388,8895
chr8,cg20635724,8894
chr8,cg20641355,8893
chr8,cg20679659,8894
chr8,cg20699548,8895
chr8,cg20794855,8895
chr8,cg20807030,8894
chr8,cg20845466,8895
chr8,cg20908789,8895
chr8,cg20909773,8895
chr8,cg20912169,8893
chr8,cg20913106,8895
chr8,cg20919781,8895
chr8,cg21069005,8850
chr8,cg21088686,8891
chr8,cg21128610,8895
chr8,cg21131024,8895
chr8,cg21135533,8894
chr8,cg21142257,8894
chr8,cg21150486,8895
chr8,cg21208682,8895
chr8,cg21227848,8894
chr8,cg21230538,8895
chr8,cg21239940,8894
chr8,cg21254470,8895
chr8,cg21255438,8895
chr8,cg21292905,8895
chr8,cg21301224,8894
chr8,cg21448513,8895
chr8,cg21463177,8894
chr8,cg21517947,8894
chr8,cg21602557,8895
chr8,cg21603275,8895
chr8,cg21651000,8894
chr8,cg21698802,8895
chr8,cg21706771,8895
chr8,cg21745092,8875
chr8,cg21750659,8895
chr8,cg21761045,8894
chr8,cg21764050,8894
chr8,cg21768436,8894
chr8,cg21773188,8895
chr8,cg21779231,8894
chr8,cg21803052,8895
chr8,cg21844749,8860
chr8,cg21846232,8893
chr8,cg21927637,8895
chr8,cg21968599,8895
chr8,cg22013170,8894
chr8,cg22042996,8847
chr8,cg22146484,8895
chr8,cg22269486,8895
chr8,cg22271457,8895
chr8,cg22281363,8894
chr8,cg22304838,8895
chr8,cg22320962,8895
chr8,cg22331074,8895
chr8,cg22331096,8895
chr8,cg22332577,8895
chr8,cg22334059,8895
chr8,cg22338356,8895
chr8,cg22350926,8894
chr8,cg22414352,8895
chr8,cg22517316,8894
chr8,cg22526051,8895
chr8,cg22561380,8895
chr8,cg22562591,8895
chr8,cg22600043,8895
chr8,cg22600312,8895
chr8,cg22626985,8895
chr8,cg22628608,8895
chr8,cg22644557,8892
chr8,cg22651812,8884
chr8,cg22691796,8894
chr8,cg22735324,8894
chr8,cg22747380,8894
chr8,cg22799963,8895
chr8,cg22804475,8891
chr8,cg22813699,8893
chr8,cg22846516,8895
chr8,cg22865798,8892
chr8,cg22881279,8895
chr8,cg22883125,8895
chr8,cg22975816,8895
chr8,cg22977397,8895
chr8,cg23000806,8894
chr8,cg23055315,8895
chr8,cg23057870,8888
chr8,cg23060465,8895
chr8,cg23110286,8895
chr8,cg23130097,8895
chr8,cg23139473,8895
chr8,cg23187103,8894
chr8,cg23242697,8895
chr8,cg23287005,8895
chr8,cg23300257,8895
chr8,cg23300368,8893
chr8,cg23331238,8895
chr8,cg23359714,8895
chr8,cg23409075,8895
chr8,cg23411725,8895
chr8,cg23417096,8895
chr8,cg23445360,8895
chr8,cg23539970,8895
chr8,cg23554164,8895
chr8,cg23559636,8895
chr8,cg23565428,8895
chr8,cg23569945,8894
chr8,cg23637605,8895
chr8,cg23704802,8893
chr8,cg23705487,8895
chr8,cg23731089,8895
chr8,cg23758305,8894
chr8,cg23816247,8895
chr8,cg23916205,8895
chr8,cg23918610,8895
chr8,cg23953034,8895
chr8,cg23956966,8894
chr8,cg23972785,8733
chr8,cg24127101,8895
chr8,cg24150172,8894
chr8,cg24251448,8887
chr8,cg24260218,8895
chr8,cg24294819,8895
chr8,cg24319902,8895
chr8,cg24379915,8895
chr8,cg24387126,8895
chr8,cg24420395,8895
chr8,cg24420773,8895
chr8,cg24466229,8895
chr8,cg24476103,8895
chr8,cg24492446,8894
chr8,cg24512544,8895
chr8,cg24531714,8885
chr8,cg24536624,8893
chr8,cg24540315,8895
chr8,cg24563317,8894
chr8,cg24666276,8894
chr8,cg24681895,8895
chr8,cg24738627,8895
chr8,cg24785532,8895
chr8,cg24803876,8894
chr8,cg24807106,8895
chr8,cg24828864,8895
chr8,cg24856456,8895
chr8,cg24857609,8893
chr8,cg24888944,8892
chr8,cg24891539,8893
chr8,cg24910352,8895
chr8,cg24928391,8895
chr8,cg24946597,8895
chr8,cg24995904,8895
chr8,cg25010006,8893
chr8,cg25029360,8895
chr8,cg25046651,8895
chr8,cg25067636,8893
chr8,cg25071674,8895
chr8,cg25080152,8894
chr8,cg25145993,8895
chr8,cg25230074,8894
chr8,cg25232510,8895
chr8,cg25327343,8895
chr8,cg25353930,8894
chr8,cg25422422,8895
chr8,cg25439479,8894
chr8,cg25454546,8895
chr8,cg25471413,8894
chr8,cg25487404,8895
chr8,cg25544621,8895
chr8,cg25618087,8895
chr8,cg25623468,8895
chr8,cg25676074,8895
chr8,cg25826331,8894
chr8,cg25922279,8895
chr8,cg25923240,8895
chr8,cg25927227,8895
chr8,cg26006870,8895
chr8,cg26047313,8895
chr8,cg26059468,8895
chr8,cg26060583,8895
chr8,cg26068079,8684
chr8,cg26068141,8895
chr8,cg26074100,8895
chr8,cg26099876,8895
chr8,cg26115370,8895
chr8,cg26181865,8895
chr8,cg26221243,8895
chr8,cg26289295,8892
chr8,cg26291848,8895
chr8,cg26325880,8894
chr8,cg26358945,8893
chr8,cg26374823,8895
chr8,cg26385256,8895
chr8,cg26422018,8895
chr8,cg26440467,8895
chr8,cg26441142,8895
chr8,cg26534677,8895
chr8,cg26553883,8895
chr8,cg26554254,8895
chr8,cg26557854,8895
chr8,cg26569670,8895
chr8,cg26579311,8895
chr8,cg26692822,8893
chr8,cg26801816,8894
chr8,cg26902216,8895
chr8,cg26920573,8895
chr8,cg26959358,8895
chr8,cg26963146,8895
chr8,cg26968803,8895
chr8,cg26996458,8892
chr8,cg27002758,8895
chr8,cg27004182,8895
chr8,cg27005749,8895
chr8,cg27007426,8895
chr8,cg27020965,8895
chr8,cg27029821,8895
chr8,cg27030482,8895
chr8,cg27045396,8894
chr8,cg27056175,8895
chr8,cg27063138,8895
chr8,cg27100236,8895
chr8,cg27130302,8895
chr8,cg27215916,8895
chr8,cg27257358,8895
chr8,cg27287166,8895
chr8,cg27319710,8895
chr8,cg27320734,8890
chr8,cg27322481,8865
chr8,cg27344576,8895
chr8,cg27393925,8893
chr8,cg27458060,8895
chr8,cg27467929,8895
chr8,cg27484320,8895
chr8,cg27643360,8857
chr8,cg27646230,8895
chr8,cg27653103,8895
chr8,ch.8.1022548F,8847
chr8,ch.8.109472102F,8329
chr8,ch.8.1702176R,8868
chr8,ch.8.2087691R,8774
chr8,ch.8.2327632F,8892
chr8,ch.8.2343166R,8660
chr8,ch.8.969355F,8817
chr9,cg00121158,10979
chr9,cg00168082,10978
chr9,cg00718440,10969
chr9,cg01716061,2117
chr9,cg01940974,2117
chr9,cg01998146,10978
chr9,cg02400248,10979
chr9,cg02608019,10979
chr9,cg02823866,10979
chr9,cg03079681,10978
chr9,cg03563403,10979
chr9,cg03801144,10978
chr9,cg03939688,10977
chr9,cg04021421,10977
chr9,cg04582843,10979
chr9,cg04648087,10960
chr9,cg04648440,10979
chr9,cg04675937,2117
chr9,cg04995717,10978
chr9,cg05293216,10979
chr9,cg05801648,10979
chr9,cg06119575,10978
chr9,cg06202984,10974
chr9,cg06383088,10978
chr9,cg06421800,2117
chr9,cg06692957,10979
chr9,cg06974755,10979
chr9,cg07160163,10979
chr9,cg07211259,10979
chr9,cg07309102,10978
chr9,cg07752420,2117
chr9,cg07965714,10979
chr9,cg08101172,10972
chr9,cg08390209,10979
chr9,cg08529852,10976
chr9,cg09099744,2117
chr9,cg09155852,10979
chr9,cg09179743,10978
chr9,cg09440243,2117
chr9,cg09539438,10978
chr9,cg09553448,10979
chr9,cg09730361,10979
chr9,cg09800519,10979
chr9,cg09827833,10979
chr9,cg09965258,10978
chr9,cg10025443,10978
chr9,cg10059959,10965
chr9,cg10210238,2117
chr9,cg10895543,2117
chr9,cg11299964,10978
chr9,cg11628487,10979
chr9,cg11653709,2117
chr9,cg12840719,10896
chr9,cg13134662,10979
chr9,cg13479669,2117
chr9,cg13875807,10978
chr9,cg14304761,10979
chr9,cg14507042,10979
chr9,cg15526708,10979
chr9,cg16408394,10979
chr9,cg16829154,10979
chr9,cg16896647,10979
chr9,cg18088324,2117
chr9,cg18264687,9473
chr9,cg18436172,10979
chr9,cg18689253,10975
chr9,cg18979223,2117
chr9,cg18986964,10973
chr9,cg19133618,10979
chr9,cg19180541,2117
chr9,cg19393006,10978
chr9,cg19481686,10979
chr9,cg19523029,10961
chr9,cg19724470,10979
chr9,cg19764407,2117
chr9,cg20042228,10979
chr9,cg21140292,10978
chr9,cg21492378,10978
chr9,cg21526212,10978
chr9,cg22262168,10978
chr9,cg22402007,10979
chr9,cg23447996,10979
chr9,cg25068445,10979
chr9,cg25162921,10972
chr9,cg25179291,10979
chr9,cg25454755,10977
chr9,cg25569582,10979
chr9,cg26673943,2117
chr9,cg00045753,8895
chr9,cg00127408,8894
chr9,cg00184461,8895
chr9,cg00282426,8895
chr9,cg00320035,8895
chr9,cg00407944,8895
chr9,cg00449000,8895
chr9,cg00492574,8895
chr9,cg00501622,8895
chr9,cg00545196,8895
chr9,cg00553880,8894
chr9,cg00638945,8894
chr9,cg00666763,8875
chr9,cg00667760,8894
chr9,cg00685480,8895
chr9,cg00753924,8895
chr9,cg00788204,8895
chr9,cg00827663,8895
chr9,cg00891991,8895
chr9,cg00953480,8895
chr9,cg01131549,8895
chr9,cg01220822,8895
chr9,cg01222719,8895
chr9,cg01245423,8891
chr9,cg01284193,8894
chr9,cg01292475,8894
chr9,cg01294253,8895
chr9,cg01368230,8895
chr9,cg01408915,8891
chr9,cg01413354,8895
chr9,cg01487461,8895
chr9,cg01493658,8894
chr9,cg01512589,8894
chr9,cg01518631,8883
chr9,cg01560422,8894
chr9,cg01564322,8895
chr9,cg01739210,8879
chr9,cg01909856,8895
chr9,cg01917626,8895
chr9,cg01924448,8895
chr9,cg01953069,8895
chr9,cg01980495,8895
chr9,cg01999046,8895
chr9,cg02034102,8895
chr9,cg02059519,8895
chr9,cg02127980,8895
chr9,cg02152475,8895
chr9,cg02242080,8895
chr9,cg02319187,8894
chr9,cg02380813,8895
chr9,cg02405213,8621
chr9,cg02406828,8894
chr9,cg02466749,8895
chr9,cg02538199,8895
chr9,cg02577909,8895
chr9,cg02728263,8894
chr9,cg02837110,8853
chr9,cg02915920,8894
chr9,cg02976355,8863
chr9,cg03043671,8891
chr9,cg03066050,8895
chr9,cg03071195,8895
chr9,cg03095103,8895
chr9,cg03152353,8894
chr9,cg03186877,8895
chr9,cg03220414,8894
chr9,cg03261800,8895
chr9,cg03267342,8895
chr9,cg03277560,8894
chr9,cg03299838,8895
chr9,cg03348937,8862
chr9,cg03390472,8895
chr9,cg03494795,8895
chr9,cg03508284,8893
chr9,cg03626278,8895
chr9,cg03628748,8890
chr9,cg03727342,8895
chr9,cg03808351,8885
chr9,cg03811519,8895
chr9,cg03859306,8895
chr9,cg03875450,8894
chr9,cg04026675,8875
chr9,cg04074066,8894
chr9,cg04092682,8895
chr9,cg04133410,8855
chr9,cg04236137,8895
chr9,cg04253453,8895
chr9,cg04329455,8895
chr9,cg04387952,8895
chr9,cg04469167,8895
chr9,cg04518912,8888
chr9,cg04726876,8895
chr9,cg04875697,8895
chr9,cg04897621,8873
chr9,cg04961911,8895
chr9,cg04999329,8895
chr9,cg05019807,8894
chr9,cg05229311,8895
chr9,cg05545111,8894
chr9,cg05576539,8893
chr9,cg05708114,8895
chr9,cg05784201,8895
chr9,cg05785554,8895
chr9,cg05834805,8895
chr9,cg05933762,8895
chr9,cg05936059,8895
chr9,cg05989460,8895
chr9,cg06128608,8894
chr9,cg06145669,8895
chr9,cg06218627,8895
chr9,cg06338150,8894
chr9,cg06358300,8895
chr9,cg06394247,8894
chr9,cg06432462,8895
chr9,cg06494091,8895
chr9,cg06545019,8895
chr9,cg06550082,8895
chr9,cg06654905,8895
chr9,cg06671087,8895
chr9,cg06671450,8895
chr9,cg06901890,8894
chr9,cg06944235,8895
chr9,cg07115975,8894
chr9,cg07562918,8895
chr9,cg07658207,8895
chr9,cg07663984,8895
chr9,cg07666247,8895
chr9,cg07688262,8895
chr9,cg07738800,8895
chr9,cg07852945,8892
chr9,cg07893584,8894
chr9,cg07990736,8895
chr9,cg08042258,8895
chr9,cg08052428,8895
chr9,cg08414635,8894
chr9,cg08417804,8890
chr9,cg08458338,8895
chr9,cg08470639,8894
chr9,cg08719869,8895
chr9,cg08814373,8894
chr9,cg08951958,8895
chr9,cg08972301,8895
chr9,cg08982381,8895
chr9,cg09060090,8893
chr9,cg09073701,8895
chr9,cg09371281,8894
chr9,cg09697800,8895
chr9,cg09781601,8894
chr9,cg09926027,8895
chr9,cg09952701,8895
chr9,cg10011799,8894
chr9,cg10094355,8895
chr9,cg10228162,8886
chr9,cg10288784,8895
chr9,cg10313385,8895
chr9,cg10531986,8895
chr9,cg10565589,8895
chr9,cg10585321,8895
chr9,cg10624786,8895
chr9,cg10680180,8895
chr9,cg10769767,8895
chr9,cg10803013,8895
chr9,cg10835306,8895
chr9,cg10848754,8895
chr9,cg10861135,8895
chr9,cg10870443,8894
chr9,cg11050603,8895
chr9,cg11054680,8561
chr9,cg11283700,8894
chr9,cg11594303,8895
chr9,cg11980481,8895
chr9,cg12076931,8895
chr9,cg12190044,8895
chr9,cg12231088,8895
chr9,cg12252801,8895
chr9,cg12277882,8895
chr9,cg12394300,8892
chr9,cg12484370,8895
chr9,cg12566821,8895
chr9,cg12747056,8895
chr9,cg12766106,8895
chr9,cg13005613,8895
chr9,cg13061648,8894
chr9,cg13394473,8895
chr9,cg13399952,8895
chr9,cg13402624,8894
chr9,cg13408597,8893
chr9,cg13410446,8895
chr9,cg13412395,8895
chr9,cg13412754,8895
chr9,cg13412834,8895
chr9,cg13412852,8894
chr9,cg13415371,8895
chr9,cg13415390,8894
chr9,cg13416901,8895
chr9,cg13424940,8895
chr9,cg13425135,8895
chr9,cg13425938,8895
chr9,cg13428213,8894
chr9,cg13430118,8895
chr9,cg13440206,8895
chr9,cg13441730,8895
chr9,cg13443911,8895
chr9,cg13446474,8895
chr9,cg13456470,8895
chr9,cg13461049,8894
chr9,cg13461718,8894
chr9,cg13462843,8895
chr9,cg13463847,8895
chr9,cg13467399,8895
chr9,cg13468680,8895
chr9,cg13474848,8895
chr9,cg13474877,8895
chr9,cg13477182,8893
chr9,cg13480493,8894
chr9,cg13482308,8895
chr9,cg13487983,8895
chr9,cg13488220,8894
chr9,cg13495838,8895
chr9,cg13501527,8895
chr9,cg13502514,8895
chr9,cg13503179,8588
chr9,cg13504245,8894
chr9,cg13506496,8895
chr9,cg13509765,8895
chr9,cg13510651,8895
chr9,cg13515584,8895
chr9,cg13518604,8895
chr9,cg13520893,8894
chr9,cg13523217,8895
chr9,cg13529335,8895
chr9,cg13530158,8895
chr9,cg13531502,8895
chr9,cg13535718,8895
chr9,cg13537499,8894
chr9,cg13547889,8895
chr9,cg13563132,8894
chr9,cg13581111,8895
chr9,cg13586038,8894
chr9,cg13593436,8894
chr9,cg13595495,8895
chr9,cg13598109,8895
chr9,cg13600149,8895
chr9,cg13600947,8894
chr9,cg13601799,8892
chr9,cg13609937,8894
chr9,cg13611989,8894
chr9,cg13613245,8895
chr9,cg13614372,8895
chr9,cg13620631,8895
chr9,cg13621212,8892
chr9,cg13624041,8848
chr9,cg13629201,8895
chr9,cg13629486,8895
chr9,cg13633659,8894
chr9,cg13636189,8895
chr9,cg13639936,8883
chr9,cg13648682,8895
chr9,cg13654445,8895
chr9,cg13655635,8895
chr9,cg13659914,8895
chr9,cg13661497,8895
chr9,cg13664579,8894
chr9,cg13666703,8895
chr9,cg13670057,8895
chr9,cg13672863,8895
chr9,cg13675835,8895
chr9,cg13677043,8895
chr9,cg13687497,8895
chr9,cg13689699,8894
chr9,cg13695362,8895
chr9,cg13698224,8895
chr9,cg13700197,8893
chr9,cg13700589,8893
chr9,cg13701768,8895
chr9,cg13703070,8894
chr9,cg13708688,8895
chr9,cg13709263,8895
chr9,cg13709449,8895
chr9,cg13711592,8892
chr9,cg13714797,8894
chr9,cg13718870,8895
chr9,cg13723118,8895
chr9,cg13723825,8894
chr9,cg13725657,8895
chr9,cg13725899,8895
chr9,cg13727626,8895
chr9,cg13731828,8895
chr9,cg13736497,8892
chr9,cg13738729,8895
chr9,cg13746518,8895
chr9,cg13747199,8895
chr9,cg13751417,8880
chr9,cg13751548,8895
chr9,cg13753488,8895
chr9,cg13754665,8895
chr9,cg13754720,8895
chr9,cg13755204,8895
chr9,cg13758054,8895
chr9,cg13762471,8895
chr9,cg13769718,8895
chr9,cg13770982,8895
chr9,cg13773148,8895
chr9,cg13782919,8894
chr9,cg13791971,8895
chr9,cg13792694,8894
chr9,cg13793166,7185
chr9,cg13793782,8895
chr9,cg13796392,8000
chr9,cg13798431,8894
chr9,cg13799838,8852
chr9,cg13799898,8895
chr9,cg13803765,8895
chr9,cg13810570,8894
chr9,cg13814738,8895
chr9,cg13817287,8723
chr9,cg13822231,8895
chr9,cg13823169,8895
chr9,cg13827209,8895
chr9,cg13829680,8895
chr9,cg13830163,8895
chr9,cg13836412,8895
chr9,cg13837335,8895
chr9,cg13842202,8895
chr9,cg13844237,8895
chr9,cg13847322,8895
chr9,cg13847987,8894
chr9,cg13849454,8895
chr9,cg13851767,8895
chr9,cg13852822,8895
chr9,cg13856295,8895
chr9,cg13860266,8895
chr9,cg13860612,8894
chr9,cg13861904,8895
chr9,cg13865488,8894
chr9,cg13876222,8895
chr9,cg13880081,8895
chr9,cg13885343,8895
chr9,cg13886725,8895
chr9,cg13887933,8895
chr9,cg13894163,8895
chr9,cg13894301,8894
chr9,cg13895650,8859
chr9,cg13897882,8895
chr9,cg13910439,8895
chr9,cg13910860,8895
chr9,cg13913011,8895
chr9,cg13916261,8140
chr9,cg13926295,8880
chr9,cg13928146,8895
chr9,cg13928485,8895
chr9,cg13928733,8895
chr9,cg13931640,8895
chr9,cg13933729,8895
chr9,cg13935079,8887
chr9,cg13936846,8895
chr9,cg13937312,8895
chr9,cg13941235,8895
chr9,cg13944632,8895
chr9,cg13947243,8894
chr9,cg13947528,8895
chr9,cg13951862,8895
chr9,cg13959831,8893
chr9,cg13964184,8894
chr9,cg13965062,8895
chr9,cg13974838,8895
chr9,cg13977827,8894
chr9,cg13978325,8895
chr9,cg13986294,8895
chr9,cg13987586,8892
chr9,cg13996750,8895
chr9,cg14002772,8895
chr9,cg14003265,8895
chr9,cg14003693,8855
chr9,cg14005120,8895
chr9,cg14012599,8895
chr9,cg14013457,8895
chr9,cg14030586,8893
chr9,cg14037250,8895
chr9,cg14040532,8894
chr9,cg14041194,8895
chr9,cg14042653,8894
chr9,cg14048460,8895
chr9,cg14048465,8895
chr9,cg14051662,8895
chr9,cg14051721,8894
chr9,cg14054883,8895
chr9,cg14055502,8895
chr9,cg14059921,8895
chr9,cg14060898,8895
chr9,cg14061503,8895
chr9,cg14069088,8874
chr9,cg14069709,8895
chr9,cg14069928,8894
chr9,cg14071496,8895
chr9,cg14074652,8895
chr9,cg14080967,8893
chr9,cg14088589,8895
chr9,cg14091493,8895
chr9,cg14091497,8895
chr9,cg14094646,8895
chr9,cg14095100,8895
chr9,cg14097046,8895
chr9,cg14099540,8893
chr9,cg14099718,8894
chr9,cg14100227,8895
chr9,cg14101959,8895
chr9,cg14102055,8895
chr9,cg14103123,8895
chr9,cg14106719,8895
chr9,cg14111697,8895
chr9,cg14114284,8895
chr9,cg14114535,8894
chr9,cg14115740,8895
chr9,cg14117044,8895
chr9,cg14119680,8895
chr9,cg14120359,8894
chr9,cg14121282,8895
chr9,cg14122102,8890
chr9,cg14125800,8895
chr9,cg14127626,8895
chr9,cg14133064,8894
chr9,cg14137625,8895
chr9,cg14142977,8895
chr9,cg14143326,8895
chr9,cg14146657,8894
chr9,cg14149552,8895
chr9,cg14150378,8894
chr9,cg14154547,8895
chr9,cg14154784,8895
chr9,cg14161821,8895
chr9,cg14166131,8894
chr9,cg14170181,8895
chr9,cg14173147,8895
chr9,cg14176347,8893
chr9,cg14178533,8894
chr9,cg14178775,8895
chr9,cg14180502,8895
chr9,cg14185918,8895
chr9,cg14185957,8894
chr9,cg14196303,8895
chr9,cg14199150,8895
chr9,cg14204281,8895
chr9,cg14205001,8894
chr9,cg14205952,8895
chr9,cg14211075,8894
chr9,cg14217861,8895
chr9,cg14218513,8890
chr9,cg14225168,8895
chr9,cg14234545,8895
chr9,cg14236758,8895
chr9,cg14237189,8894
chr9,cg14240223,8895
chr9,cg14240733,8895
chr9,cg14241138,8895
chr9,cg14243496,8895
chr9,cg14247332,8888
chr9,cg14248188,8894
chr9,cg14252148,8895
chr9,cg14254126,8895
chr9,cg14254562,8895
chr9,cg14254966,8895
chr9,cg14258031,8894
chr9,cg14259755,8894
chr9,cg14265220,8895
chr9,cg14266611,8895
chr9,cg14267095,8894
chr9,cg14269010,8894
chr9,cg14270612,8895
chr9,cg14270890,8894
chr9,cg14272822,8894
chr9,cg14273545,8895
chr9,cg14276591,8895
chr9,cg14281646,8889
chr9,cg14282050,8865
chr9,cg14286025,8895
chr9,cg14290704,8885
chr9,cg14295534,8794
chr9,cg14297867,8895
chr9,cg14298589,8894
chr9,cg14303017,8895
chr9,cg14305799,8895
chr9,cg14306956,8894
chr9,cg14308466,8895
chr9,cg14311485,8893
chr9,cg14319249,8894
chr9,cg14321365,8894
chr9,cg14322570,8895
chr9,cg14323293,8894
chr9,cg14330621,8895
chr9,cg14333394,8895
chr9,cg14334350,8895
chr9,cg14344261,8895
chr9,cg14344989,8895
chr9,cg14350545,8895
chr9,cg14350800,8894
chr9,cg14351952,8895
chr9,cg14353956,8895
chr9,cg14354430,8895
chr9,cg14362370,8895
chr9,cg14363954,8895
chr9,cg14364472,8895
chr9,cg14367995,8894
chr9,cg14374994,8893
chr9,cg14376679,8894
chr9,cg14377416,8894
chr9,cg14383078,8895
chr9,cg14387452,8895
chr9,cg14392677,8895
chr9,cg14392929,8894
chr9,cg14397813,8895
chr9,cg14398548,8893
chr9,cg14405625,8895
chr9,cg14406074,8895
chr9,cg14406814,8895
chr9,cg14410589,8894
chr9,cg14410964,8895
chr9,cg14415079,8895
chr9,cg14418944,8895
chr9,cg14420982,8895
chr9,cg14421180,8887
chr9,cg14421371,8895
chr9,cg14424519,8893
chr9,cg14425045,8895
chr9,cg14426785,8895
chr9,cg14430591,8895
chr9,cg14430974,8894
chr9,cg14431257,8893
chr9,cg14434109,8892
chr9,cg14435720,8894
chr9,cg14439952,8874
chr9,cg14447193,8895
chr9,cg14448765,8895
chr9,cg14452619,8894
chr9,cg14458619,8895
chr9,cg14462321,8895
chr9,cg14462750,8895
chr9,cg14464893,8895
chr9,cg14465900,8894
chr9,cg14466333,8895
chr9,cg14468055,8895
chr9,cg14468605,8895
chr9,cg14471181,8895
chr9,cg14471455,8895
chr9,cg14472181,8895
chr9,cg14473811,8895
chr9,cg14473974,8895
chr9,cg14476562,8888
chr9,cg14477673,8895
chr9,cg14479303,8895
chr9,cg14483856,8894
chr9,cg14485633,8895
chr9,cg14488715,8895
chr9,cg14492276,8894
chr9,cg14494733,8895
chr9,cg14497348,8895
chr9,cg14499274,8895
chr9,cg14500569,8895
chr9,cg14514569,8895
chr9,cg14519598,8895
chr9,cg14519664,8893
chr9,cg14519997,8895
chr9,cg14521777,8892
chr9,cg14524337,8895
chr9,cg14528979,8895
chr9,cg14536239,8895
chr9,cg14541011,8894
chr9,cg14543508,8895
chr9,cg14545418,8894
chr9,cg14545834,8895
chr9,cg14545975,8895
chr9,cg14547509,8895
chr9,cg14548264,8895
chr9,cg14548542,8894
chr9,cg14554244,8895
chr9,cg14564332,8887
chr9,cg14565164,8895
chr9,cg14567798,8895
chr9,cg14568196,8895
chr9,cg14569576,8892
chr9,cg14570632,8894
chr9,cg14570652,8895
chr9,cg14572728,8895
chr9,cg14577406,8895
chr9,cg14578355,8894
chr9,cg14583550,8895
chr9,cg14585700,8895
chr9,cg14586546,8895
chr9,cg14587902,8895
chr9,cg14593536,8895
chr9,cg14596702,8895
chr9,cg14596987,8895
chr9,cg14597637,8894
chr9,cg14604475,8895
chr9,cg14614403,8893
chr9,cg14614490,8895
chr9,cg14616234,8892
chr9,cg14621763,8894
chr9,cg14623306,8895
chr9,cg14629665,8895
chr9,cg14633742,8895
chr9,cg14643264,8894
chr9,cg14650464,8895
chr9,cg14651936,8894
chr9,cg14654324,8894
chr9,cg14797990,8895
chr9,cg15112523,8895
chr9,cg15674917,8894
chr9,cg15814898,8895
chr9,cg15837913,8841
chr9,cg15843845,8895
chr9,cg16160550,8895
chr9,cg16626387,8895
chr9,cg17014378,8895
chr9,cg17235610,8894
chr9,cg17349081,8895
chr9,cg17443080,8894
chr9,cg17461735,8895
chr9,cg17701168,8885
chr9,cg17727989,8895
chr9,cg18224492,8893
chr9,cg18380312,8894
chr9,cg18928153,8891
chr9,cg19169234,8895
chr9,cg19350728,8894
chr9,cg19466372,8894
chr9,cg19687075,8895
chr9,cg20174000,8895
chr9,cg20373761,8887
chr9,cg20435370,8895
chr9,cg20511797,8895
chr9,cg20696139,8782
chr9,cg20926353,8895
chr9,cg20997159,8895
chr9,cg21101298,8895
chr9,cg21123355,8895
chr9,cg21157725,8895
chr9,cg21158781,8895
chr9,cg21159473,8895
chr9,cg21174686,8895
chr9,cg21179618,8895
chr9,cg21179713,8895
chr9,cg21179912,8895
chr9,cg21181474,8894
chr9,cg21184800,8895
chr9,cg21188610,8895
chr9,cg21189480,8893
chr9,cg21195763,8895
chr9,cg21201448,8895
chr9,cg21201924,8895
chr9,cg21205987,8893
chr9,cg21207699,8894
chr9,cg21210735,8894
chr9,cg21212881,8895
chr9,cg21213111,8895
chr9,cg21215436,8895
chr9,cg21222370,8895
chr9,cg21223341,8895
chr9,cg21233057,8895
chr9,cg21234123,8895
chr9,cg21236500,8895
chr9,cg21240847,8895
chr9,cg21244846,8893
chr9,cg21245132,8893
chr9,cg21245207,8895
chr9,cg21245618,8893
chr9,cg21249376,8895
chr9,cg21251203,8895
chr9,cg21266178,8895
chr9,cg21296037,8894
chr9,cg21684470,8891
chr9,cg21806109,8895
chr9,cg21891967,8895
chr9,cg22018784,8895
chr9,cg22073802,8895
chr9,cg22078859,8895
chr9,cg22143282,8895
chr9,cg22370339,8895
chr9,cg23449780,8895
chr9,cg23916167,8895
chr9,cg24164254,8895
chr9,cg24341498,8895
chr9,cg24607948,8895
chr9,cg25078751,8895
chr9,cg25268422,8895
chr9,cg25292628,8872
chr9,cg25921461,8895
chr9,cg26220339,8895
chr9,cg26779406,8895
chr9,cg26851933,8845
chr9,cg26878949,8895
chr9,cg27154237,8894
chr9,cg27207079,8895
chr9,ch.9.178852F,8894
chr9,ch.9.2049598F,8895
chr9,ch.9.2051689R,8894
chr9,cg00230302,8895
chr9,cg00464519,8895
chr9,cg01009697,8895
chr9,cg03474926,8895
chr9,cg11464064,8887
chr9,cg13413384,8895
chr9,cg14000104,8895
chr9,cg14120703,8895
chr3,cg00037940,10979
chr3,cg00522034,10979
chr3,cg00838150,10979
chr3,cg00841581,10978
chr3,cg00893636,10979
chr3,cg01057962,10979
chr3,cg01340005,10973
chr3,cg01389761,10979
chr3,cg01634119,10979
chr3,cg01892727,10880
chr3,cg01942127,10978
chr3,cg02200132,10979
chr3,cg02279071,10979
chr3,cg02579736,10953
